Location,Variable,Date,Actual,Day0,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8,Day9
KATL,MaxPoP,2016-11-01,2,7,7,7,nan,4,5,5,6,6,20
KATL,MaxPoP,2016-11-02,8,9,9,9,9,nan,8,8,5,7,4
KATL,MaxPoP,2016-11-03,14,8,15,15,11,53,nan,7,6,6,15
KATL,MaxPoP,2016-11-04,6,7,7,2,2,11,58,nan,12,17,44
KATL,MaxPoP,2016-11-05,3,2,3,2,1,1,2,12,nan,14,9
KATL,MaxPoP,2016-11-06,3,3,3,2,3,2,1,1,2,9,nan
KATL,MaxPoP,2016-11-07,1,1,0,0,1,2,2,2,1,2,3
KATL,MaxPoP,2016-11-08,3,2,2,5,5,7,5,4,2,3,1
KATL,MaxPoP,2016-11-09,0,0,1,8,2,2,5,7,24,8,18
KATL,MaxPoP,2016-11-10,3,3,4,5,24,2,2,11,18,14,15
KATL,MaxPoP,2016-11-11,0,0,1,0,0,6,1,1,17,32,24
KATL,MaxPoP,2016-11-12,1,8,1,2,3,3,4,3,3,19,22
KATL,MaxPoP,2016-11-13,48,38,20,19,0,2,4,3,3,3,17
KATL,MaxPoP,2016-11-14,8,6,8,4,33,2,5,54,5,7,7
KATL,MaxPoP,2016-11-15,5,3,4,4,18,7,5,10,55,21,22
KATL,MaxPoP,2016-11-16,0,nan,7,7,7,8,8,10,20,57,15
KATL,MaxPoP,2016-11-17,2,2,nan,5,6,4,6,8,7,5,20
KATL,MaxPoP,2016-11-18,4,4,4,nan,3,5,6,4,4,58,4
KATL,MaxPoP,2016-11-19,8,6,6,8,nan,38,13,19,23,16,58
KATL,MaxPoP,2016-11-20,0,0,0,0,0,nan,0,5,13,21,24
KATL,MaxPoP,2016-11-21,0,0,0,0,0,0,nan,0,0,1,2
KATL,MaxPoP,2016-11-22,0,0,0,0,0,0,0,nan,0,1,3
KATL,MaxPoP,2016-11-23,24,13,33,33,24,33,51,16,nan,3,1
KATL,MaxPoP,2016-11-24,22,19,33,31,23,22,22,12,24,nan,21
KATL,MaxPoP,2016-11-25,8,7,18,9,10,44,33,5,5,45,nan
KATL,MaxPoP,2016-11-26,0,3,5,6,7,8,7,10,4,23,24
KATL,MaxPoP,2016-11-27,3,2,3,5,3,6,4,8,24,30,24
KATL,MaxPoP,2016-11-28,20,39,35,31,24,3,24,68,58,17,33
KATL,MaxPoP,2016-11-29,100,99,86,94,96,65,58,74,58,58,58
KATL,MaxPoP,2016-11-30,100,99,98,95,96,93,58,58,32,58,58
KATL,MaxPoP,2016-12-01,6,5,5,6,8,36,19,58,24,23,58
KATL,MaxPoP,2016-12-02,5,4,4,5,4,3,5,4,3,6,16
